transaction_id,customer_id,transaction_date,amount_gbp,country,channel,payment_method,account_age_days,num_items,is_fraud,fraud_risk_score,risk_band
TXN103963,2481,2025-01-01 10:40:00,52.59,US,mobile_app,bank_transfer,1281,3,0,9.137330725062968e-06,Low
TXN116273,5187,2025-01-01 11:14:00,43.72,US,web,gift_card,1434,1,0,9.137330725062968e-06,Low
TXN119598,2363,2025-01-01 11:52:00,9.49,UK,web,bank_transfer,1679,1,0,9.137330725062968e-06,Low
TXN119158,3896,2025-01-01 12:28:00,20.5,Nigeria,web,credit_card,519,6,0,9.137330725062968e-06,Low
TXN107745,3877,2025-01-01 13:04:00,75.47,US,web,credit_card,824,5,0,9.137330725062968e-06,Low
TXN105790,1387,2025-01-01 14:13:00,43.87,US,mobile_app,bank_transfer,4,1,0,8.373078987090748e-05,Low
TXN119631,1656,2025-01-01 14:39:00,55.37,US,web,credit_card,1784,4,0,9.137330725062968e-06,Low
TXN109911,5166,2025-01-01 14:49:00,101.38,France,web,debit_card,1681,1,0,9.137330725062968e-06,Low
TXN102805,5160,2025-01-01 14:53:00,33.08,Germany,mobile_app,paypal,1965,4,0,9.137330725062968e-06,Low
TXN113155,3525,2025-01-01 15:36:00,40.25,India,mobile_app,bank_transfer,116,3,0,9.137330725062968e-06,Low
TXN111039,4428,2025-01-01 16:21:00,30.14,US,in_store,paypal,849,2,0,9.137330725062968e-06,Low
TXN110565,3228,2025-01-01 16:58:00,40.03,UK,web,paypal,146,6,0,9.137330725062968e-06,Low
TXN113868,1613,2025-01-01 17:30:00,32.5,Brazil,web,credit_card,318,1,0,9.137330725062968e-06,Low
TXN117348,5667,2025-01-01 17:31:00,31.61,UK,mobile_app,gift_card,1962,4,0,9.137330725062968e-06,Low
TXN109558,1662,2025-01-01 17:57:00,28.66,Nigeria,mobile_app,credit_card,641,7,0,9.137330725062968e-06,Low
TXN118862,3995,2025-01-01 18:55:00,40.08,France,in_store,credit_card,1636,2,0,9.137330725062968e-06,Low
TXN107148,4306,2025-01-01 19:01:00,135.52,US,in_store,debit_card,637,6,0,9.137330725062968e-06,Low
TXN110450,4840,2025-01-01 19:07:00,43.1,UK,mobile_app,credit_card,1866,7,0,9.137330725062968e-06,Low
TXN118733,1083,2025-01-01 19:12:00,60.14,Germany,mobile_app,credit_card,1825,4,0,9.137330725062968e-06,Low
TXN111419,2728,2025-01-01 20:22:00,46.51,India,web,credit_card,1953,4,0,9.137330725062968e-06,Low
TXN109905,1521,2025-01-01 20:49:00,32.0,US,web,gift_card,1310,5,0,9.137330725062968e-06,Low
TXN101099,1429,2025-01-01 21:17:00,174.15,Germany,mobile_app,paypal,1605,7,0,9.137330725062968e-06,Low
TXN118630,4321,2025-01-01 21:26:00,177.59,US,mobile_app,debit_card,1289,1,0,9.137330725062968e-06,Low
TXN100139,5293,2025-01-01 22:34:00,32.12,Germany,web,credit_card,485,5,0,9.137330725062968e-06,Low
TXN115857,5725,2025-01-01 22:43:00,22.22,Brazil,in_store,bank_transfer,1071,6,0,9.137330725062968e-06,Low
TXN112364,1989,2025-01-01 23:20:00,31.6,Brazil,web,paypal,758,3,0,9.137330725062968e-06,Low
TXN106348,2604,2025-01-02 00:07:00,23.44,India,web,credit_card,882,7,0,9.137330725062968e-06,Low
TXN102794,3351,2025-01-02 00:11:00,36.28,India,web,credit_card,1484,5,0,9.137330725062968e-06,Low
TXN102308,2447,2025-01-02 00:30:00,39.52,Romania,mobile_app,paypal,324,3,0,9.137330725062968e-06,Low
TXN118904,4567,2025-01-02 00:31:00,35.8,US,web,credit_card,708,4,0,9.137330725062968e-06,Low
TXN115111,5948,2025-01-02 00:35:00,56.37,US,web,bank_transfer,754,5,0,9.137330725062968e-06,Low
TXN114412,4282,2025-01-02 01:38:00,45.88,France,in_store,paypal,1639,7,0,9.137330725062968e-06,Low
TXN119393,2083,2025-01-02 02:15:00,61.73,Germany,web,debit_card,1893,3,0,9.137330725062968e-06,Low
TXN114289,1585,2025-01-02 02:28:00,119.6,Romania,web,debit_card,846,1,0,9.137330725062968e-06,Low
TXN111812,1096,2025-01-02 02:28:00,27.94,US,mobile_app,credit_card,899,4,0,9.137330725062968e-06,Low
TXN117807,4408,2025-01-02 02:59:00,17.72,UK,web,credit_card,957,5,0,9.137330725062968e-06,Low
TXN105458,2007,2025-01-02 03:51:00,57.46,France,mobile_app,bank_transfer,1375,6,0,9.137330725062968e-06,Low
TXN106532,3479,2025-01-02 04:55:00,1733.01,Germany,web,credit_card,372,7,1,0.9996109866835092,High
TXN119036,4197,2025-01-02 05:36:00,30.21,UK,web,debit_card,750,7,0,9.137330725062968e-06,Low
TXN105381,3829,2025-01-02 06:05:00,26.82,UK,web,credit_card,753,2,0,9.137330725062968e-06,Low
TXN112377,3891,2025-01-02 06:14:00,40.4,France,web,debit_card,998,7,0,9.137330725062968e-06,Low
TXN114908,2078,2025-01-02 06:28:00,95.52,UK,mobile_app,credit_card,1157,5,0,9.137330725062968e-06,Low
TXN116529,3385,2025-01-02 07:20:00,104.71,Germany,mobile_app,debit_card,222,1,0,9.137330725062968e-06,Low
TXN113260,4909,2025-01-02 07:26:00,42.92,UK,web,paypal,877,7,0,9.137330725062968e-06,Low
TXN107513,5727,2025-01-02 08:31:00,45.02,France,mobile_app,credit_card,565,1,0,9.137330725062968e-06,Low
TXN105336,3461,2025-01-02 08:37:00,43.47,US,mobile_app,credit_card,491,4,0,9.137330725062968e-06,Low
TXN116191,1900,2025-01-02 08:48:00,54.71,UK,mobile_app,gift_card,1101,3,0,9.137330725062968e-06,Low
TXN119161,5869,2025-01-02 09:04:00,21.71,India,in_store,gift_card,987,5,0,9.137330725062968e-06,Low
TXN107266,3380,2025-01-02 09:27:00,7.75,Nigeria,web,credit_card,1487,5,0,9.137330725062968e-06,Low
TXN116575,4155,2025-01-02 09:39:00,23.8,Brazil,web,credit_card,1763,5,0,9.137330725062968e-06,Low
TXN117651,4529,2025-01-02 09:44:00,98.91,UK,web,paypal,359,3,0,9.137330725062968e-06,Low
TXN119639,2429,2025-01-02 09:53:00,37.51,India,mobile_app,credit_card,1223,2,0,9.137330725062968e-06,Low
TXN103272,1808,2025-01-02 10:24:00,36.63,France,mobile_app,credit_card,1084,3,0,9.137330725062968e-06,Low
TXN101339,1018,2025-01-02 11:15:00,146.04,France,web,debit_card,561,6,0,9.137330725062968e-06,Low
TXN114821,2190,2025-01-02 12:56:00,37.65,Nigeria,web,paypal,654,6,0,9.137330725062968e-06,Low
TXN114239,4832,2025-01-02 13:15:00,40.23,Romania,web,bank_transfer,1407,5,0,9.137330725062968e-06,Low
TXN112360,2061,2025-01-02 13:23:00,61.76,Romania,in_store,bank_transfer,632,3,0,9.137330725062968e-06,Low
TXN107701,1416,2025-01-02 13:30:00,11.87,France,web,bank_transfer,1576,1,0,9.137330725062968e-06,Low
TXN106203,5974,2025-01-02 13:31:00,29.57,Romania,mobile_app,gift_card,1334,2,0,9.137330725062968e-06,Low
TXN104944,2870,2025-01-02 13:37:00,218.13,Romania,mobile_app,bank_transfer,1728,4,0,0.0233847657774366,Low
TXN118490,3192,2025-01-02 14:12:00,37.0,US,web,credit_card,293,7,0,9.137330725062968e-06,Low
TXN106935,3541,2025-01-02 14:21:00,102.0,India,web,gift_card,166,5,0,9.137330725062968e-06,Low
TXN106683,5753,2025-01-02 14:31:00,64.7,India,web,bank_transfer,1783,5,0,9.137330725062968e-06,Low
TXN106226,5731,2025-01-02 14:39:00,3.28,Nigeria,web,debit_card,924,5,0,9.137330725062968e-06,Low
TXN113826,4553,2025-01-02 14:47:00,35.82,UK,mobile_app,debit_card,1371,1,0,9.137330725062968e-06,Low
TXN111735,1385,2025-01-02 15:14:00,2538.08,Romania,web,gift_card,273,4,1,0.9996109885002794,High
TXN116108,5251,2025-01-02 15:57:00,24.33,UK,web,gift_card,291,1,0,9.137330725062968e-06,Low
TXN116795,5692,2025-01-02 16:31:00,7.74,Romania,web,debit_card,323,1,0,9.137330725062968e-06,Low
TXN111695,4577,2025-01-02 16:44:00,74.29,UK,web,credit_card,277,3,0,9.137330725062968e-06,Low
TXN107630,1603,2025-01-02 17:03:00,64.82,France,mobile_app,credit_card,729,1,0,9.137330725062968e-06,Low
TXN104960,2726,2025-01-02 18:08:00,24.2,India,mobile_app,gift_card,1147,3,0,9.137330725062968e-06,Low
TXN119675,2757,2025-01-02 18:28:00,21.91,UK,web,credit_card,1841,7,0,9.137330725062968e-06,Low
TXN108522,2171,2025-01-02 19:28:00,9.83,UK,mobile_app,debit_card,997,3,0,9.137330725062968e-06,Low
TXN113108,4500,2025-01-02 20:23:00,64.44,UK,mobile_app,debit_card,1845,5,0,9.137330725062968e-06,Low
TXN113160,2802,2025-01-02 20:25:00,62.76,UK,mobile_app,gift_card,614,4,0,9.137330725062968e-06,Low
TXN119664,1380,2025-01-02 20:55:00,18.2,US,web,paypal,1328,3,0,9.137330725062968e-06,Low
TXN113009,5185,2025-01-02 21:10:00,85.9,Brazil,web,credit_card,661,6,0,9.137330725062968e-06,Low
TXN106860,1887,2025-01-02 21:19:00,38.16,UK,mobile_app,gift_card,874,4,0,9.137330725062968e-06,Low
TXN114447,2615,2025-01-02 22:00:00,26.56,UK,web,credit_card,1199,5,0,9.137330725062968e-06,Low
TXN114564,1479,2025-01-02 22:03:00,16.34,US,mobile_app,paypal,1446,2,0,9.137330725062968e-06,Low
TXN109810,3709,2025-01-02 22:23:00,29.99,Germany,mobile_app,debit_card,1601,7,0,9.137330725062968e-06,Low
TXN103022,2068,2025-01-02 22:26:00,19.1,US,mobile_app,bank_transfer,939,3,0,9.137330725062968e-06,Low
TXN101717,4667,2025-01-03 00:14:00,7.05,Germany,web,credit_card,214,2,0,9.137330725062968e-06,Low
TXN105121,3922,2025-01-03 00:22:00,87.84,Brazil,mobile_app,credit_card,773,7,0,9.137330725062968e-06,Low
TXN108348,3140,2025-01-03 00:59:00,77.54,Nigeria,mobile_app,credit_card,1709,6,0,9.137330725062968e-06,Low
TXN112679,5679,2025-01-03 01:04:00,28.51,US,web,debit_card,436,5,0,9.137330725062968e-06,Low
TXN111752,4251,2025-01-03 01:15:00,94.99,UK,in_store,gift_card,1740,5,0,9.137330725062968e-06,Low
TXN117907,3714,2025-01-03 01:24:00,17.86,UK,web,debit_card,249,3,0,9.137330725062968e-06,Low
TXN101530,4233,2025-01-03 02:12:00,33.31,UK,web,bank_transfer,344,1,0,9.137330725062968e-06,Low
TXN115805,5702,2025-01-03 02:25:00,79.68,India,web,debit_card,886,7,0,9.137330725062968e-06,Low
TXN100108,5876,2025-01-03 02:37:00,60.31,Germany,web,debit_card,1144,5,0,9.137330725062968e-06,Low
TXN118444,4917,2025-01-03 02:47:00,34.84,India,web,gift_card,1883,5,0,9.137330725062968e-06,Low
TXN104655,5868,2025-01-03 03:23:00,15.35,France,web,bank_transfer,1981,7,0,9.137330725062968e-06,Low
TXN111945,4985,2025-01-03 03:40:00,70.59,Romania,web,credit_card,1859,4,0,9.137330725062968e-06,Low
TXN119133,5990,2025-01-03 04:53:00,22.08,UK,mobile_app,bank_transfer,370,2,0,9.137330725062968e-06,Low
TXN106418,1002,2025-01-03 04:54:00,98.31,Germany,web,paypal,1848,4,0,9.137330725062968e-06,Low
TXN107163,5132,2025-01-03 05:02:00,38.7,India,in_store,gift_card,1012,2,0,9.137330725062968e-06,Low
TXN101236,3089,2025-01-03 05:03:00,69.67,France,web,debit_card,9,3,0,6.546814052703848e-06,Low
TXN113467,4552,2025-01-03 05:13:00,1.82,UK,mobile_app,gift_card,418,3,0,9.137330725062968e-06,Low
TXN100274,3567,2025-01-03 05:28:00,12.11,Brazil,mobile_app,bank_transfer,1452,5,0,9.137330725062968e-06,Low
TXN116294,2557,2025-01-03 06:00:00,35.45,US,mobile_app,paypal,861,1,0,9.137330725062968e-06,Low
TXN111908,3579,2025-01-03 06:08:00,17.76,Germany,web,debit_card,1417,1,0,9.137330725062968e-06,Low
TXN117844,2599,2025-01-03 06:22:00,135.46,Romania,web,gift_card,1670,2,0,9.137330725062968e-06,Low
TXN106822,4310,2025-01-03 06:34:00,81.19,UK,mobile_app,bank_transfer,589,6,0,9.137330725062968e-06,Low
TXN114046,4267,2025-01-03 06:39:00,101.73,US,web,credit_card,799,6,0,9.137330725062968e-06,Low
TXN114991,2064,2025-01-03 06:50:00,51.88,Romania,web,credit_card,134,4,0,9.137330725062968e-06,Low
TXN113266,1680,2025-01-03 07:09:00,14.25,India,in_store,debit_card,1013,4,0,9.137330725062968e-06,Low
TXN119346,1343,2025-01-03 07:41:00,46.07,Nigeria,mobile_app,gift_card,1487,2,0,9.137330725062968e-06,Low
TXN116422,4970,2025-01-03 07:45:00,40.02,US,mobile_app,gift_card,1480,6,0,9.137330725062968e-06,Low
TXN104598,1382,2025-01-03 07:55:00,53.68,UK,web,credit_card,1451,1,0,9.137330725062968e-06,Low
TXN118347,3743,2025-01-03 08:03:00,68.55,UK,web,credit_card,1894,5,0,9.137330725062968e-06,Low
TXN110807,1173,2025-01-03 08:13:00,17.19,France,in_store,gift_card,1618,1,0,9.137330725062968e-06,Low
TXN108783,4081,2025-01-03 08:33:00,13.79,Nigeria,mobile_app,gift_card,847,1,0,9.137330725062968e-06,Low
TXN113027,5369,2025-01-03 08:37:00,10.35,UK,mobile_app,gift_card,1733,6,0,9.137330725062968e-06,Low
TXN104686,2392,2025-01-03 10:04:00,144.56,UK,web,debit_card,1688,1,0,9.137330725062968e-06,Low
TXN104028,3211,2025-01-03 11:15:00,45.37,France,mobile_app,debit_card,388,3,0,9.137330725062968e-06,Low
TXN111292,5256,2025-01-03 11:27:00,30.85,Germany,web,paypal,303,4,0,9.137330725062968e-06,Low
TXN113303,3725,2025-01-03 13:51:00,79.82,US,web,debit_card,908,3,0,9.137330725062968e-06,Low
TXN117675,3724,2025-01-03 14:14:00,40.77,Brazil,web,credit_card,1486,5,0,9.137330725062968e-06,Low
TXN109504,4439,2025-01-03 14:27:00,14.2,France,web,gift_card,1432,5,0,9.137330725062968e-06,Low
TXN101265,3441,2025-01-03 14:51:00,20.09,France,web,credit_card,1045,5,0,9.137330725062968e-06,Low
TXN102411,5358,2025-01-03 15:01:00,16.47,France,web,credit_card,121,5,0,9.137330725062968e-06,Low
TXN100338,4196,2025-01-03 15:04:00,40.49,Nigeria,web,credit_card,138,3,0,9.137330725062968e-06,Low
TXN114230,5467,2025-01-03 15:20:00,47.43,US,web,gift_card,614,5,0,9.137330725062968e-06,Low
TXN105266,4217,2025-01-03 15:47:00,33.39,UK,web,debit_card,933,4,0,9.137330725062968e-06,Low
TXN118575,3487,2025-01-03 15:48:00,30.41,UK,in_store,bank_transfer,1763,4,0,9.137330725062968e-06,Low
TXN109253,5232,2025-01-03 16:14:00,96.47,UK,mobile_app,credit_card,1397,3,0,9.137330725062968e-06,Low
TXN105457,1935,2025-01-03 16:42:00,41.15,UK,mobile_app,debit_card,339,7,0,9.137330725062968e-06,Low
TXN104278,2200,2025-01-03 16:44:00,35.01,France,mobile_app,gift_card,1246,1,0,9.137330725062968e-06,Low
TXN107162,4511,2025-01-03 17:55:00,45.25,UK,web,credit_card,1985,7,0,9.137330725062968e-06,Low
TXN107556,5154,2025-01-03 18:03:00,27.54,India,mobile_app,credit_card,1059,5,0,9.137330725062968e-06,Low
TXN102002,3563,2025-01-03 18:21:00,46.33,UK,web,paypal,904,6,0,9.137330725062968e-06,Low
TXN111099,3469,2025-01-03 18:25:00,4.66,Germany,mobile_app,credit_card,1477,2,0,9.137330725062968e-06,Low
TXN115964,4791,2025-01-03 21:14:00,701.24,UK,web,debit_card,1905,6,1,0.9996109885002794,High
TXN105151,5587,2025-01-03 21:20:00,48.39,US,web,credit_card,1731,1,0,9.137330725062968e-06,Low
TXN107886,4685,2025-01-03 21:27:00,57.46,Germany,mobile_app,debit_card,1594,5,0,9.137330725062968e-06,Low
TXN118889,3730,2025-01-03 21:44:00,28.89,Germany,mobile_app,credit_card,315,7,0,9.137330725062968e-06,Low
TXN106883,2941,2025-01-03 21:47:00,32.51,US,mobile_app,credit_card,936,1,0,9.137330725062968e-06,Low
TXN110445,3070,2025-01-03 23:01:00,152.86,US,web,credit_card,1587,3,0,9.137330725062968e-06,Low
TXN108488,3891,2025-01-03 23:09:00,49.93,Nigeria,web,credit_card,162,4,0,9.137330725062968e-06,Low
TXN101456,1272,2025-01-03 23:14:00,35.97,Nigeria,web,bank_transfer,880,4,0,9.137330725062968e-06,Low
TXN100547,3419,2025-01-03 23:28:00,24.76,Germany,in_store,gift_card,1547,1,0,9.137330725062968e-06,Low
TXN106452,5976,2025-01-03 23:32:00,27.07,India,web,debit_card,1496,3,0,9.137330725062968e-06,Low
TXN101306,2655,2025-01-04 00:25:00,53.92,Brazil,web,credit_card,1267,2,0,9.137330725062968e-06,Low
TXN103458,1833,2025-01-04 00:40:00,19.12,UK,mobile_app,paypal,1264,2,0,9.137330725062968e-06,Low
TXN115157,4785,2025-01-04 01:29:00,46.86,UK,web,paypal,1439,2,0,9.137330725062968e-06,Low
TXN110715,4227,2025-01-04 02:04:00,51.72,Romania,web,paypal,380,5,0,9.137330725062968e-06,Low
TXN112552,3803,2025-01-04 02:25:00,61.06,Nigeria,web,credit_card,432,3,0,9.137330725062968e-06,Low
TXN119936,2777,2025-01-04 03:10:00,1672.74,India,mobile_app,credit_card,5,4,1,0.9997506393317177,High
TXN108035,2227,2025-01-04 03:40:00,14.96,UK,web,paypal,1908,5,0,9.137330725062968e-06,Low
TXN106359,1734,2025-01-04 03:52:00,98.59,UK,web,debit_card,1582,5,0,9.137330725062968e-06,Low
TXN114734,3024,2025-01-04 04:27:00,5.33,UK,web,bank_transfer,1727,2,0,9.137330725062968e-06,Low
TXN106972,1102,2025-01-04 04:36:00,44.56,Romania,mobile_app,paypal,154,6,0,9.137330725062968e-06,Low
TXN112511,4558,2025-01-04 04:39:00,87.58,UK,mobile_app,bank_transfer,263,7,0,9.137330725062968e-06,Low
TXN110761,2573,2025-01-04 04:59:00,51.88,UK,mobile_app,debit_card,318,4,0,9.137330725062968e-06,Low
TXN119379,4970,2025-01-04 04:59:00,45.79,India,web,gift_card,12,3,0,9.817511650820967e-05,Low
TXN102361,1793,2025-01-04 05:08:00,22.92,UK,web,paypal,1922,2,0,9.137330725062968e-06,Low
TXN112953,3477,2025-01-04 05:33:00,17.11,France,mobile_app,debit_card,255,7,0,9.137330725062968e-06,Low
TXN109004,2802,2025-01-04 05:46:00,19.39,US,web,paypal,727,4,0,9.137330725062968e-06,Low
TXN119721,4371,2025-01-04 05:59:00,42.43,US,web,credit_card,570,3,0,9.137330725062968e-06,Low
TXN119490,1373,2025-01-04 06:10:00,102.95,India,web,credit_card,893,4,0,9.137330725062968e-06,Low
TXN106847,5682,2025-01-04 06:15:00,98.68,Romania,in_store,bank_transfer,187,2,0,9.137330725062968e-06,Low
TXN111850,4981,2025-01-04 06:16:00,17.57,US,web,debit_card,1045,7,0,9.137330725062968e-06,Low
TXN100400,4950,2025-01-04 06:25:00,79.37,US,web,debit_card,306,4,0,9.137330725062968e-06,Low
TXN109546,5059,2025-01-04 06:59:00,47.87,France,mobile_app,credit_card,1446,2,0,9.137330725062968e-06,Low
TXN111777,2612,2025-01-04 07:13:00,8.5,Brazil,web,debit_card,1183,7,0,9.137330725062968e-06,Low
TXN112397,4545,2025-01-04 07:45:00,40.63,UK,mobile_app,credit_card,803,2,0,9.137330725062968e-06,Low
TXN111884,2606,2025-01-04 08:28:00,29.2,France,mobile_app,paypal,1066,4,0,9.137330725062968e-06,Low
TXN102132,4989,2025-01-04 08:59:00,6.01,UK,mobile_app,debit_card,1102,3,0,9.137330725062968e-06,Low
TXN116707,2267,2025-01-04 09:31:00,26.23,Germany,mobile_app,paypal,1806,6,0,9.137330725062968e-06,Low
TXN104570,5347,2025-01-04 09:42:00,14.01,Nigeria,web,bank_transfer,1210,2,0,9.137330725062968e-06,Low
TXN107015,4077,2025-01-04 10:23:00,9.04,Brazil,mobile_app,credit_card,1472,6,0,9.137330725062968e-06,Low
TXN106029,4910,2025-01-04 11:01:00,75.87,US,mobile_app,paypal,505,2,0,9.137330725062968e-06,Low
TXN105287,1083,2025-01-04 11:34:00,15.57,UK,in_store,gift_card,1937,6,0,9.137330725062968e-06,Low
TXN105393,5214,2025-01-04 11:53:00,21.18,India,mobile_app,debit_card,1101,7,0,9.137330725062968e-06,Low
TXN109371,5970,2025-01-04 12:25:00,68.76,France,web,credit_card,693,1,0,9.137330725062968e-06,Low
TXN119799,4443,2025-01-04 13:57:00,6.39,Germany,web,bank_transfer,828,2,0,9.137330725062968e-06,Low
TXN113004,3983,2025-01-04 14:26:00,44.08,Brazil,web,debit_card,251,1,0,9.137330725062968e-06,Low
TXN100791,4092,2025-01-04 14:58:00,24.25,UK,mobile_app,credit_card,997,1,0,9.137330725062968e-06,Low
TXN119269,5905,2025-01-04 15:02:00,178.58,US,web,bank_transfer,1770,7,0,9.137330725062968e-06,Low
TXN110928,4487,2025-01-04 15:07:00,26.78,Brazil,web,gift_card,1900,5,0,9.137330725062968e-06,Low
TXN103717,3334,2025-01-04 15:27:00,23.53,UK,web,credit_card,87,2,0,9.137330725062968e-06,Low
TXN107991,3344,2025-01-04 16:27:00,18.76,UK,web,gift_card,1535,6,0,9.137330725062968e-06,Low
TXN103794,5050,2025-01-04 16:48:00,26.8,UK,web,debit_card,237,3,0,9.137330725062968e-06,Low
TXN114073,2954,2025-01-04 18:11:00,193.89,Brazil,mobile_app,debit_card,957,4,0,9.137330725062968e-06,Low
TXN104842,1791,2025-01-04 19:04:00,55.99,Nigeria,in_store,debit_card,657,5,0,9.137330725062968e-06,Low
TXN112323,3735,2025-01-04 19:33:00,16.39,Brazil,mobile_app,gift_card,183,7,0,9.137330725062968e-06,Low
TXN115297,3238,2025-01-04 19:40:00,140.43,France,mobile_app,debit_card,1699,4,0,9.137330725062968e-06,Low
TXN117431,4530,2025-01-04 20:09:00,88.63,France,web,debit_card,1656,1,0,9.137330725062968e-06,Low
TXN115558,2688,2025-01-04 20:51:00,60.4,Germany,mobile_app,bank_transfer,1105,1,0,9.137330725062968e-06,Low
TXN100101,3769,2025-01-04 21:24:00,4.13,Germany,web,gift_card,1185,5,0,9.137330725062968e-06,Low
TXN118012,4322,2025-01-04 22:16:00,74.95,UK,mobile_app,credit_card,1381,5,0,9.137330725062968e-06,Low
TXN119903,2118,2025-01-04 23:39:00,50.54,US,mobile_app,credit_card,876,1,0,9.137330725062968e-06,Low
TXN116146,2410,2025-01-04 23:58:00,2.1,UK,mobile_app,bank_transfer,462,2,0,9.137330725062968e-06,Low
TXN115658,2262,2025-01-05 00:25:00,62.28,Germany,web,credit_card,1679,4,0,9.137330725062968e-06,Low
TXN114748,2407,2025-01-05 00:55:00,42.45,US,mobile_app,gift_card,1455,1,0,9.137330725062968e-06,Low
TXN102874,5437,2025-01-05 01:27:00,72.02,Germany,web,paypal,1097,4,0,9.137330725062968e-06,Low
TXN109045,5094,2025-01-05 02:54:00,64.17,Brazil,mobile_app,credit_card,17,5,0,9.137330725062968e-06,Low
TXN106290,4659,2025-01-05 03:05:00,8.83,US,in_store,credit_card,1838,7,0,9.137330725062968e-06,Low
TXN107744,2354,2025-01-05 03:55:00,5.69,US,web,debit_card,62,3,0,9.137330725062968e-06,Low
TXN105426,3151,2025-01-05 04:06:00,86.73,France,mobile_app,credit_card,56,3,0,9.137330725062968e-06,Low
TXN101596,4669,2025-01-05 04:39:00,185.93,UK,in_store,debit_card,214,6,0,9.137330725062968e-06,Low
TXN114918,3835,2025-01-05 04:44:00,122.43,Nigeria,web,credit_card,1905,2,0,9.137330725062968e-06,Low
TXN106230,3199,2025-01-05 04:45:00,32.4,US,mobile_app,paypal,1358,5,0,9.137330725062968e-06,Low
TXN112274,5098,2025-01-05 04:50:00,15.36,UK,web,paypal,1003,7,0,9.137330725062968e-06,Low
TXN100798,1341,2025-01-05 04:51:00,70.3,UK,web,bank_transfer,133,3,0,9.137330725062968e-06,Low
TXN115212,2556,2025-01-05 04:53:00,26.86,UK,mobile_app,bank_transfer,603,2,0,9.137330725062968e-06,Low
TXN102642,1783,2025-01-05 05:34:00,62.51,Nigeria,mobile_app,paypal,671,2,0,9.137330725062968e-06,Low
TXN119786,3181,2025-01-05 06:02:00,512.45,UK,web,debit_card,7,5,1,0.9997062384157224,High
TXN116007,2521,2025-01-05 07:22:00,65.92,UK,mobile_app,credit_card,624,5,0,9.137330725062968e-06,Low
TXN101070,3902,2025-01-05 08:43:00,64.76,UK,web,debit_card,360,5,0,9.137330725062968e-06,Low
TXN109734,2268,2025-01-05 09:19:00,80.82,UK,mobile_app,paypal,1292,7,0,9.137330725062968e-06,Low
TXN105533,2448,2025-01-05 09:24:00,16.6,Romania,mobile_app,credit_card,1005,1,0,9.137330725062968e-06,Low
TXN100506,3892,2025-01-05 10:09:00,55.69,UK,mobile_app,paypal,1193,5,0,9.137330725062968e-06,Low
